,Analytic Details,Bypass,CAPEC ID,Contributor,Data Source,Description,Group,Group Alias,Group ID,Mitigation,Platform,Requires Permissions,Requires System,Tactic,Technique ID,Technique Name,URL
1327,['Audit all logon and credential use events and review for discrepancies. Unusual remote logins that correlate with other suspicious activity (such as writing and executing binaries) may indicate malicious activity. NTLM LogonType 3 authentications that are not associated to a domain login and are not anonymous logins are suspicious.'],[],[],[],['Authentication logs'],['The [[Group/G0006|APT1]] group is known to have used pass the hash.[[CiteRef::Mandiant APT1]]'],['APT1'],"['APT1', 'Comment Crew', 'Comment Group', 'Comment Panda']",['G0006'],"[""Monitor systems and domain logs for unusual credential logon activity. Prevent access to [[Technique/T1078|Valid Accounts]]. Apply patch KB2871997 to Windows 7 and higher systems to limit the default access of accounts in the local administrator group. Limit credential overlap across systems to prevent the damage of credential compromise and reduce the adversary's ability to perform [[Lateral Movement]] between systems. Ensure that built-in and created local administrator accounts have complex, unique passwords. Do not allow a domain user to be in the local administrator group on multiple systems.""]","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Windows 10']",[],['Requires Microsoft Windows as target system'],['Lateral Movement'],['Technique/T1075'],['Pass the Hash'],https://attack.mitre.org/wiki/Technique/T1075
1328,['Audit all logon and credential use events and review for discrepancies. Unusual remote logins that correlate with other suspicious activity (such as writing and executing binaries) may indicate malicious activity. NTLM LogonType 3 authentications that are not associated to a domain login and are not anonymous logins are suspicious.'],[],[],[],['Authentication logs'],['[[Group/G0007|APT28]] has used pass the hash for lateral movement.[[CiteRef::Microsoft SIR Vol 19]]'],['APT28'],"['APT28', 'Sednit', 'Sofacy', 'Pawn Storm', 'Fancy Bear', 'STRONTIUM', 'Tsar Team', 'Threat Group-4127', 'TG-4127']",['G0007'],"[""Monitor systems and domain logs for unusual credential logon activity. Prevent access to [[Technique/T1078|Valid Accounts]]. Apply patch KB2871997 to Windows 7 and higher systems to limit the default access of accounts in the local administrator group. Limit credential overlap across systems to prevent the damage of credential compromise and reduce the adversary's ability to perform [[Lateral Movement]] between systems. Ensure that built-in and created local administrator accounts have complex, unique passwords. Do not allow a domain user to be in the local administrator group on multiple systems.""]","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Windows 10']",[],['Requires Microsoft Windows as target system'],['Lateral Movement'],['Technique/T1075'],['Pass the Hash'],https://attack.mitre.org/wiki/Technique/T1075
1329,['Audit all logon and credential use events and review for discrepancies. Unusual remote logins that correlate with other suspicious activity (such as writing and executing binaries) may indicate malicious activity. NTLM LogonType 3 authentications that are not associated to a domain login and are not anonymous logins are suspicious.'],[],[],[],['Authentication logs'],['[[Group/G0016|APT29]] used Kerberos ticket attacks for lateral movement.[[CiteRef::Mandiant No Easy Breach]]'],['APT29'],"['APT29', 'The Dukes', 'Cozy Bear']",['G0016'],"[""Monitor systems and domain logs for unusual credential logon activity. Prevent access to [[Technique/T1078|Valid Accounts]]. Apply patch KB2871997 to Windows 7 and higher systems to limit the default access of accounts in the local administrator group. Limit credential overlap across systems to prevent the damage of credential compromise and reduce the adversary's ability to perform [[Lateral Movement]] between systems. Ensure that built-in and created local administrator accounts have complex, unique passwords. Do not allow a domain user to be in the local administrator group on multiple systems.""]","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Windows 10']",[],['Requires Microsoft Windows as target system'],['Lateral Movement'],['Technique/T1075'],['Pass the Hash'],https://attack.mitre.org/wiki/Technique/T1075
1330,"['Detection methods will vary depending on the type of third-party software or system and how it is typically used. \n\nThe same investigation process can be applied here as with other potentially malicious activities where the distribution vector is initially unknown but the resulting activity follows a discernible pattern. Analyze the process execution trees, historical activities from the third-party application (such as what types of files are usually pushed), and the resulting activities or events from the file/binary/script pushed to systems. \n\nOften these third-party applications will have logs of their own that can be collected and correlated with other data from the environment. Audit software deployment logs and look for suspicious or unauthorized activity. A system not typically used to push software to clients that suddenly is used for such a task outside of a known admin function may be suspicious.\n\nPerform application deployment at regular times so that irregular deployment activity stands out. Monitor process activity that does not correlate to known good software. Monitor account login activity on the deployment system.']",[],[],[],"['Binary file metadata', 'File monitoring', 'Process monitoring', 'Process use of network', 'Third-party application logs', 'Windows Registry']","[""[[Group/G0028|Threat Group-1314]] actors used a victim's endpoint management platform, Altiris, for lateral movement.[[CiteRef::Dell TG-1314]]""]",['Threat Group-1314'],"['Threat Group-1314', 'TG-1314']",['G0028'],"['Evaluate the security of third-party software that could be used to deploy or execute programs. Ensure that access to management systems for deployment systems is limited, monitored, and secure. Have a strict approval policy for use of deployment systems.\n\nGrant access to application deployment systems only to a limited number of authorized administrators. Ensure proper system and access isolation for critical network systems through use of firewalls, account privilege separation, group policy, and multifactor authentication. Verify that account credentials that may be used to access deployment systems are unique and not used throughout the enterprise network. Patch deployment systems regularly to prevent potential remote access through [[Technique/T1068|Exploitation of Vulnerability]]. \n\nIf the application deployment system can be configured to deploy only signed binaries, then ensure that the trusted signing certificates are not co-located with the application deployment system and are instead located on a system that cannot be accessed remotely or to which remote access is tightly controlled.']","['Linux', 'MacOS', 'OS X', 'Windows 10', 'Windows 7', 'Windows 8', 'Windows 8.1', 'Windows Server 2003', 'Windows Server 2003 R2', 'Windows Server 2008', 'Windows Server 2008 R2', 'Windows Server 2012', 'Windows Server 2012 R2', 'Windows Vista', 'Windows XP']","['Administrator', 'SYSTEM', 'User']",[],"['Execution', 'Lateral Movement']",['Technique/T1072'],['Third-party Software'],https://attack.mitre.org/wiki/Technique/T1072
1331,"['Monitor processes for unusual activity (e.g., a process that does not use the network begins to do so). Track DLL metadata, such as a hash, and compare DLLs that are loaded at process execution time against previous executions to detect differences that do not correlate with patching or updates.']","['Anti-virus', 'Process whitelisting']",[],[],"['Process use of network', 'Process monitoring', 'Loaded DLLs']","[""[[Software/S0074|Sakula]] uses DLL side-loading, typically using a digitally signed sample of Kaspersky Anti-Virus (AV) 6.0 for Windows Workstations or McAfee's Outlook Scan About Box to load malicious DLL files.[[CiteRef::Dell Sakula]]""]",['Deep Panda'],"['Deep Panda', 'Shell Crew', 'WebMasters', 'KungFu Kittens', 'PinkPanther', 'Black Vine']",['G0009'],['Update software regularly. Install software in write-protected locations. Use the program sxstrace.exe that is included with Windows along with manual inspection to check manifest files for side-loading vulnerabilities in software.'],"['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Windows 10']",[],[],['Defense Evasion'],['Technique/T1073'],['DLL Side-Loading'],https://attack.mitre.org/wiki/Technique/T1073
1332,"['Monitor processes for unusual activity (e.g., a process that does not use the network begins to do so). Track DLL metadata, such as a hash, and compare DLLs that are loaded at process execution time against previous executions to detect differences that do not correlate with patching or updates.']","['Anti-virus', 'Process whitelisting']",[],[],"['Process use of network', 'Process monitoring', 'Loaded DLLs']",['[[Software/S0070|HTTPBrowser]] has used DLL side-loading.[[CiteRef::Dell TG-3390]]'],['APT18'],"['APT18', 'Threat Group-0416', 'TG-0416', 'Dynamite Panda']",['G0026'],['Update software regularly. Install software in write-protected locations. Use the program sxstrace.exe that is included with Windows along with manual inspection to check manifest files for side-loading vulnerabilities in software.'],"['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Windows 10']",[],[],['Defense Evasion'],['Technique/T1073'],['DLL Side-Loading'],https://attack.mitre.org/wiki/Technique/T1073
1333,"['Monitor processes for unusual activity (e.g., a process that does not use the network begins to do so). Track DLL metadata, such as a hash, and compare DLLs that are loaded at process execution time against previous executions to detect differences that do not correlate with patching or updates.']","['Anti-virus', 'Process whitelisting']",[],[],"['Process use of network', 'Process monitoring', 'Loaded DLLs']",['[[Software/S0128|BADNEWS]] typically loads its DLL file into a legitimate signed Java executable.[[CiteRef::Forcepoint Monsoon]]'],['MONSOON'],"['MONSOON', 'Operation Hangover']",['G0042'],['Update software regularly. Install software in write-protected locations. Use the program sxstrace.exe that is included with Windows along with manual inspection to check manifest files for side-loading vulnerabilities in software.'],"['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Windows 10']",[],[],['Defense Evasion'],['Technique/T1073'],['DLL Side-Loading'],https://attack.mitre.org/wiki/Technique/T1073
1334,"['Monitor processes for unusual activity (e.g., a process that does not use the network begins to do so). Track DLL metadata, such as a hash, and compare DLLs that are loaded at process execution time against previous executions to detect differences that do not correlate with patching or updates.']","['Anti-virus', 'Process whitelisting']",[],[],"['Process use of network', 'Process monitoring', 'Loaded DLLs']",['[[Software/S0013|PlugX]] has used to use DLL side-loading to evade anti-virus and to maintain persistence on a victim.[[CiteRef::Stewart 2014]][[CiteRef::FireEye Clandestine Fox Part 2]][[CiteRef::Dell TG-3390]][[CiteRef::PWC Cloud Hopper Technical Annex April 2017]][[CiteRef::Palo Alto PlugX June 2017]]'],['DragonOK'],['DragonOK'],['G0017'],['Update software regularly. Install software in write-protected locations. Use the program sxstrace.exe that is included with Windows along with manual inspection to check manifest files for side-loading vulnerabilities in software.'],"['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Windows 10']",[],[],['Defense Evasion'],['Technique/T1073'],['DLL Side-Loading'],https://attack.mitre.org/wiki/Technique/T1073
1335,"['Monitor processes for unusual activity (e.g., a process that does not use the network begins to do so). Track DLL metadata, such as a hash, and compare DLLs that are loaded at process execution time against previous executions to detect differences that do not correlate with patching or updates.']","['Anti-virus', 'Process whitelisting']",[],[],"['Process use of network', 'Process monitoring', 'Loaded DLLs']",['[[Software/S0013|PlugX]] has used to use DLL side-loading to evade anti-virus and to maintain persistence on a victim.[[CiteRef::Stewart 2014]][[CiteRef::FireEye Clandestine Fox Part 2]][[CiteRef::Dell TG-3390]][[CiteRef::PWC Cloud Hopper Technical Annex April 2017]][[CiteRef::Palo Alto PlugX June 2017]]'],['APT3'],"['APT3', 'Gothic Panda', 'Pirpi', 'UPS Team', 'Buckeye', 'Threat Group-0110', 'TG-0110']",['G0022'],['Update software regularly. Install software in write-protected locations. Use the program sxstrace.exe that is included with Windows along with manual inspection to check manifest files for side-loading vulnerabilities in software.'],"['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Windows 10']",[],[],['Defense Evasion'],['Technique/T1073'],['DLL Side-Loading'],https://attack.mitre.org/wiki/Technique/T1073
1336,"['Monitor processes for unusual activity (e.g., a process that does not use the network begins to do so). Track DLL metadata, such as a hash, and compare DLLs that are loaded at process execution time against previous executions to detect differences that do not correlate with patching or updates.']","['Anti-virus', 'Process whitelisting']",[],[],"['Process use of network', 'Process monitoring', 'Loaded DLLs']",['[[Software/S0013|PlugX]] has used to use DLL side-loading to evade anti-virus and to maintain persistence on a victim.[[CiteRef::Stewart 2014]][[CiteRef::FireEye Clandestine Fox Part 2]][[CiteRef::Dell TG-3390]][[CiteRef::PWC Cloud Hopper Technical Annex April 2017]][[CiteRef::Palo Alto PlugX June 2017]]'],['menuPass'],"['menuPass', 'Stone Panda', 'APT10', 'Red Apollo', 'CVNX']",['G0045'],['Update software regularly. Install software in write-protected locations. Use the program sxstrace.exe that is included with Windows along with manual inspection to check manifest files for side-loading vulnerabilities in software.'],"['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Windows 10']",[],[],['Defense Evasion'],['Technique/T1073'],['DLL Side-Loading'],https://attack.mitre.org/wiki/Technique/T1073
1337,"['Monitor processes for unusual activity (e.g., a process that does not use the network begins to do so). Track DLL metadata, such as a hash, and compare DLLs that are loaded at process execution time against previous executions to detect differences that do not correlate with patching or updates.']","['Anti-virus', 'Process whitelisting']",[],[],"['Process use of network', 'Process monitoring', 'Loaded DLLs']",['[[Group/G0045|menuPass]] has used DLL side-loading to launch versions of Mimikatz and PwDump6.[[CiteRef::PWC Cloud Hopper Technical Annex April 2017]]'],['menuPass'],"['menuPass', 'Stone Panda', 'APT10', 'Red Apollo', 'CVNX']",['G0045'],['Update software regularly. Install software in write-protected locations. Use the program sxstrace.exe that is included with Windows along with manual inspection to check manifest files for side-loading vulnerabilities in software.'],"['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Windows 10']",[],[],['Defense Evasion'],['Technique/T1073'],['DLL Side-Loading'],https://attack.mitre.org/wiki/Technique/T1073
1338,"['Monitor processes for unusual activity (e.g., a process that does not use the network begins to do so). Track DLL metadata, such as a hash, and compare DLLs that are loaded at process execution time against previous executions to detect differences that do not correlate with patching or updates.']","['Anti-virus', 'Process whitelisting']",[],[],"['Process use of network', 'Process monitoring', 'Loaded DLLs']",['[[Software/S0013|PlugX]] has used to use DLL side-loading to evade anti-virus and to maintain persistence on a victim.[[CiteRef::Stewart 2014]][[CiteRef::FireEye Clandestine Fox Part 2]][[CiteRef::Dell TG-3390]][[CiteRef::PWC Cloud Hopper Technical Annex April 2017]][[CiteRef::Palo Alto PlugX June 2017]]'],['Threat Group-3390'],"['Threat Group-3390', 'TG-3390', 'Emissary Panda', 'BRONZE UNION']",['G0027'],['Update software regularly. Install software in write-protected locations. Use the program sxstrace.exe that is included with Windows along with manual inspection to check manifest files for side-loading vulnerabilities in software.'],"['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Windows 10']",[],[],['Defense Evasion'],['Technique/T1073'],['DLL Side-Loading'],https://attack.mitre.org/wiki/Technique/T1073
1339,"['Monitor processes for unusual activity (e.g., a process that does not use the network begins to do so). Track DLL metadata, such as a hash, and compare DLLs that are loaded at process execution time against previous executions to detect differences that do not correlate with patching or updates.']","['Anti-virus', 'Process whitelisting']",[],[],"['Process use of network', 'Process monitoring', 'Loaded DLLs']",['[[Software/S0070|HTTPBrowser]] has used DLL side-loading.[[CiteRef::Dell TG-3390]]'],['Threat Group-3390'],"['Threat Group-3390', 'TG-3390', 'Emissary Panda', 'BRONZE UNION']",['G0027'],['Update software regularly. Install software in write-protected locations. Use the program sxstrace.exe that is included with Windows along with manual inspection to check manifest files for side-loading vulnerabilities in software.'],"['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Windows 10']",[],[],['Defense Evasion'],['Technique/T1073'],['DLL Side-Loading'],https://attack.mitre.org/wiki/Technique/T1073
1340,"['Monitor processes for unusual activity (e.g., a process that does not use the network begins to do so). Track DLL metadata, such as a hash, and compare DLLs that are loaded at process execution time against previous executions to detect differences that do not correlate with patching or updates.']","['Anti-virus', 'Process whitelisting']",[],[],"['Process use of network', 'Process monitoring', 'Loaded DLLs']",['[[Software/S0072|OwaAuth]] has been loaded onto Exchange servers and disguised as an ISAPI filter (DLL file). The IIS w3wp.exe process then loads the malicious DLL.[[CiteRef::Dell TG-3390]]'],['Threat Group-3390'],"['Threat Group-3390', 'TG-3390', 'Emissary Panda', 'BRONZE UNION']",['G0027'],['Update software regularly. Install software in write-protected locations. Use the program sxstrace.exe that is included with Windows along with manual inspection to check manifest files for side-loading vulnerabilities in software.'],"['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Windows 10']",[],[],['Defense Evasion'],['Technique/T1073'],['DLL Side-Loading'],https://attack.mitre.org/wiki/Technique/T1073
1341,"['Monitor processes for unusual activity (e.g., a process that does not use the network begins to do so). Track DLL metadata, such as a hash, and compare DLLs that are loaded at process execution time against previous executions to detect differences that do not correlate with patching or updates.']","['Anti-virus', 'Process whitelisting']",[],[],"['Process use of network', 'Process monitoring', 'Loaded DLLs']",['[[Group/G0027|Threat Group-3390]] actors have used DLL side-loading. Actors have used legitimate Kaspersky anti-virus variants in which the DLL acts as a stub loader that loads and executes the shell code.[[CiteRef::Dell TG-3390]][[CiteRef::SecureWorks BRONZE UNION June 2017]]'],['Threat Group-3390'],"['Threat Group-3390', 'TG-3390', 'Emissary Panda', 'BRONZE UNION']",['G0027'],['Update software regularly. Install software in write-protected locations. Use the program sxstrace.exe that is included with Windows along with manual inspection to check manifest files for side-loading vulnerabilities in software.'],"['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Windows 10']",[],[],['Defense Evasion'],['Technique/T1073'],['DLL Side-Loading'],https://attack.mitre.org/wiki/Technique/T1073
1342,['File system monitoring may be used to detect improper deletion or modification of indicator files. Events not stored on the file system will require different detection mechanisms.'],"['Anti-virus', 'Log analysis', 'Host intrusion prevention systems']",['93'],[],"['File monitoring', 'Process command-line parameters', 'Process monitoring']",['[[Software/S0032|gh0st]] RAT is able to wipe event logs.[[CiteRef::FireEye Hacking Team]]'],['PittyTiger'],['PittyTiger'],['G0011'],"['Automatically forward events to a log server or data repository to prevent conditions in which the adversary can locate and manipulate data on the local system. When possible, minimize time delay on event reporting to avoid prolonged storage on the local system. Protect generated event files that are stored locally with proper permissions and authentication. Obfuscate/encrypt event files locally and in transit to avoid giving feedback to an adversary.']","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Linux', 'Windows 10', 'MacOS', 'OS X']",[],[],['Defense Evasion'],['Technique/T1070'],['Indicator Removal on Host'],https://attack.mitre.org/wiki/Technique/T1070
1343,['File system monitoring may be used to detect improper deletion or modification of indicator files. Events not stored on the file system will require different detection mechanisms.'],"['Anti-virus', 'Log analysis', 'Host intrusion prevention systems']",['93'],[],"['File monitoring', 'Process command-line parameters', 'Process monitoring']",['[[Software/S0032|gh0st]] RAT is able to wipe event logs.[[CiteRef::FireEye Hacking Team]]'],['APT18'],"['APT18', 'Threat Group-0416', 'TG-0416', 'Dynamite Panda']",['G0026'],"['Automatically forward events to a log server or data repository to prevent conditions in which the adversary can locate and manipulate data on the local system. When possible, minimize time delay on event reporting to avoid prolonged storage on the local system. Protect generated event files that are stored locally with proper permissions and authentication. Obfuscate/encrypt event files locally and in transit to avoid giving feedback to an adversary.']","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Linux', 'Windows 10', 'MacOS', 'OS X']",[],[],['Defense Evasion'],['Technique/T1070'],['Indicator Removal on Host'],https://attack.mitre.org/wiki/Technique/T1070
1344,['File system monitoring may be used to detect improper deletion or modification of indicator files. Events not stored on the file system will require different detection mechanisms.'],"['Anti-virus', 'Log analysis', 'Host intrusion prevention systems']",['93'],[],"['File monitoring', 'Process command-line parameters', 'Process monitoring']",['[[Group/G0007|APT28]] has cleared event logs using the commands <code>wevtutil cl System</code> and <code>wevtutil cl Security</code>.[[CiteRef::Crowdstrike DNC June 2016]]'],['APT28'],"['APT28', 'Sednit', 'Sofacy', 'Pawn Storm', 'Fancy Bear', 'STRONTIUM', 'Tsar Team', 'Threat Group-4127', 'TG-4127']",['G0007'],"['Automatically forward events to a log server or data repository to prevent conditions in which the adversary can locate and manipulate data on the local system. When possible, minimize time delay on event reporting to avoid prolonged storage on the local system. Protect generated event files that are stored locally with proper permissions and authentication. Obfuscate/encrypt event files locally and in transit to avoid giving feedback to an adversary.']","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Linux', 'Windows 10', 'MacOS', 'OS X']",[],[],['Defense Evasion'],['Technique/T1070'],['Indicator Removal on Host'],https://attack.mitre.org/wiki/Technique/T1070
1345,['File system monitoring may be used to detect improper deletion or modification of indicator files. Events not stored on the file system will require different detection mechanisms.'],"['Anti-virus', 'Log analysis', 'Host intrusion prevention systems']",['93'],[],"['File monitoring', 'Process command-line parameters', 'Process monitoring']",['[[Software/S0148|RTM]] has the ability to remove Registry entries that it created during execution.[[CiteRef::ESET RTM Feb 2017]]'],['RTM'],['RTM'],['G0048'],"['Automatically forward events to a log server or data repository to prevent conditions in which the adversary can locate and manipulate data on the local system. When possible, minimize time delay on event reporting to avoid prolonged storage on the local system. Protect generated event files that are stored locally with proper permissions and authentication. Obfuscate/encrypt event files locally and in transit to avoid giving feedback to an adversary.']","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Linux', 'Windows 10', 'MacOS', 'OS X']",[],[],['Defense Evasion'],['Technique/T1070'],['Indicator Removal on Host'],https://attack.mitre.org/wiki/Technique/T1070
1346,['File system monitoring may be used to detect improper deletion or modification of indicator files. Events not stored on the file system will require different detection mechanisms.'],"['Anti-virus', 'Log analysis', 'Host intrusion prevention systems']",['93'],[],"['File monitoring', 'Process command-line parameters', 'Process monitoring']",['The [[Software/S0089|BlackEnergy]] component KillDisk is capable of deleting Windows Event Logs.[[CiteRef::ESEST Black Energy Jan 2016]]'],['Sandworm Team'],"['Sandworm Team', 'Quedagh']",['G0034'],"['Automatically forward events to a log server or data repository to prevent conditions in which the adversary can locate and manipulate data on the local system. When possible, minimize time delay on event reporting to avoid prolonged storage on the local system. Protect generated event files that are stored locally with proper permissions and authentication. Obfuscate/encrypt event files locally and in transit to avoid giving feedback to an adversary.']","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Linux', 'Windows 10', 'MacOS', 'OS X']",[],[],['Defense Evasion'],['Technique/T1070'],['Indicator Removal on Host'],https://attack.mitre.org/wiki/Technique/T1070
1347,['File system monitoring may be used to detect improper deletion or modification of indicator files. Events not stored on the file system will require different detection mechanisms.'],"['Anti-virus', 'Log analysis', 'Host intrusion prevention systems']",['93'],[],"['File monitoring', 'Process command-line parameters', 'Process monitoring']",['[[Software/S0083|Misdat]] is capable of deleting Registry keys used for persistence.[[CiteRef::Cylance Dust Storm]]'],['Dust Storm'],['Dust Storm'],['G0031'],"['Automatically forward events to a log server or data repository to prevent conditions in which the adversary can locate and manipulate data on the local system. When possible, minimize time delay on event reporting to avoid prolonged storage on the local system. Protect generated event files that are stored locally with proper permissions and authentication. Obfuscate/encrypt event files locally and in transit to avoid giving feedback to an adversary.']","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Linux', 'Windows 10', 'MacOS', 'OS X']",[],[],['Defense Evasion'],['Technique/T1070'],['Indicator Removal on Host'],https://attack.mitre.org/wiki/Technique/T1070
1348,['File system monitoring may be used to detect improper deletion or modification of indicator files. Events not stored on the file system will require different detection mechanisms.'],"['Anti-virus', 'Log analysis', 'Host intrusion prevention systems']",['93'],[],"['File monitoring', 'Process command-line parameters', 'Process monitoring']","['[[Group/G0016|APT29]] used multiple versions of malware, and also minimized re-use of commonly-identified indicators like MD5s and C2s.[[CiteRef::Mandiant No Easy Breach]]']",['APT29'],"['APT29', 'The Dukes', 'Cozy Bear']",['G0016'],"['Automatically forward events to a log server or data repository to prevent conditions in which the adversary can locate and manipulate data on the local system. When possible, minimize time delay on event reporting to avoid prolonged storage on the local system. Protect generated event files that are stored locally with proper permissions and authentication. Obfuscate/encrypt event files locally and in transit to avoid giving feedback to an adversary.']","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Linux', 'Windows 10', 'MacOS', 'OS X']",[],[],['Defense Evasion'],['Technique/T1070'],['Indicator Removal on Host'],https://attack.mitre.org/wiki/Technique/T1070
1349,['File system monitoring may be used to detect improper deletion or modification of indicator files. Events not stored on the file system will require different detection mechanisms.'],"['Anti-virus', 'Log analysis', 'Host intrusion prevention systems']",['93'],[],"['File monitoring', 'Process command-line parameters', 'Process monitoring']",['[[Group/G0016|APT29]] used sdelete to remove artifacts from victims.[[CiteRef::Mandiant No Easy Breach]]'],['APT29'],"['APT29', 'The Dukes', 'Cozy Bear']",['G0016'],"['Automatically forward events to a log server or data repository to prevent conditions in which the adversary can locate and manipulate data on the local system. When possible, minimize time delay on event reporting to avoid prolonged storage on the local system. Protect generated event files that are stored locally with proper permissions and authentication. Obfuscate/encrypt event files locally and in transit to avoid giving feedback to an adversary.']","['Windows Server 2003', 'Windows Server 2008', 'Windows Server 2012', 'Windows XP', 'Windows 7', 'Windows 8', 'Windows Server 2003 R2', 'Windows Server 2008 R2', 'Windows Server 2012 R2', 'Windows Vista', 'Windows 8.1', 'Linux', 'Windows 10', 'MacOS', 'OS X']",[],[],['Defense Evasion'],['Technique/T1070'],['Indicator Removal on Host'],https://attack.mitre.org/wiki/Technique/T1070
